Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","434","Libya","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","6679","X","Figure from international organizations"
"FBS","Food Balances (2010-)","434","Libya","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","6777.45","X","Figure from international organizations"
"FBS","Food Balances (2010-)","440","Lithuania","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","2801","X","Figure from international organizations"
"FBS","Food Balances (2010-)","440","Lithuania","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","2759.63","X","Figure from international organizations"
"FBS","Food Balances (2010-)","442","Luxembourg","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","604","X","Figure from international organizations"
"FBS","Food Balances (2010-)","442","Luxembourg","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","615.73","X","Figure from international organizations"
"FBS","Food Balances (2010-)","450","Madagascar","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","26262","X","Figure from international organizations"
"FBS","Food Balances (2010-)","450","Madagascar","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","26969.31","X","Figure from international organizations"
"FBS","Food Balances (2010-)","454","Malawi","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","18143","X","Figure from international organizations"
"FBS","Food Balances (2010-)","454","Malawi","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","18628.75","X","Figure from international organizations"
"FBS","Food Balances (2010-)","458","Malaysia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","31528","X","Figure from international organizations"
"FBS","Food Balances (2010-)","458","Malaysia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","31949.78","X","Figure from international organizations"
"FBS","Food Balances (2010-)","462","Maldives","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","516","X","Figure from international organizations"
"FBS","Food Balances (2010-)","462","Maldives","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","530.95","X","Figure from international organizations"
"FBS","Food Balances (2010-)","466","Mali","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","19078","X","Figure from international organizations"
"FBS","Food Balances (2010-)","466","Mali","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","19658.03","X","Figure from international organizations"
"FBS","Food Balances (2010-)","470","Malta","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","439","X","Figure from international organizations"
"FBS","Food Balances (2010-)","470","Malta","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","440.37","X","Figure from international organizations"
"FBS","Food Balances (2010-)","478","Mauritania","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","4403","X","Figure from international organizations"
"FBS","Food Balances (2010-)","478","Mauritania","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","4525.7","X","Figure from international organizations"
"FBS","Food Balances (2010-)","480","Mauritius","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","1267","X","Figure from international organizations"
"FBS","Food Balances (2010-)","480","Mauritius","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","1269.67","X","Figure from international organizations"
"FBS","Food Balances (2010-)","484","Mexico","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","126191","X","Figure from international organizations"
"FBS","Food Balances (2010-)","484","Mexico","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","127575.53","X","Figure from international organizations"
"FBS","Food Balances (2010-)","583","Micronesia (Federated States of)","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","113.81","X","Figure from international organizations"
"FBS","Food Balances (2010-)","496","Mongolia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","3170","X","Figure from international organizations"
"FBS","Food Balances (2010-)","496","Mongolia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","3225.17","X","Figure from international organizations"
"FBS","Food Balances (2010-)","499","Montenegro","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","628","X","Figure from international organizations"
"FBS","Food Balances (2010-)","499","Montenegro","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","627.99","X","Figure from international organizations"
"FBS","Food Balances (2010-)","504","Morocco","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","36029","X","Figure from international organizations"
"FBS","Food Balances (2010-)","504","Morocco","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","36471.77","X","Figure from international organizations"
"FBS","Food Balances (2010-)","508","Mozambique","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","29496","X","Figure from international organizations"
"FBS","Food Balances (2010-)","508","Mozambique","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","30366.04","X","Figure from international organizations"
"FBS","Food Balances (2010-)","104","Myanmar","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","53708","X","Figure from international organizations"
"FBS","Food Balances (2010-)","104","Myanmar","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","54045.42","X","Figure from international organizations"
"FBS","Food Balances (2010-)","516","Namibia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","2448","X","Figure from international organizations"
"FBS","Food Balances (2010-)","516","Namibia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","2494.53","X","Figure from international organizations"
"FBS","Food Balances (2010-)","520","Nauru","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","10.76","X","Figure from international organizations"
"FBS","Food Balances (2010-)","524","Nepal","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","28096","X","Figure from international organizations"
"FBS","Food Balances (2010-)","524","Nepal","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","28608.71","X","Figure from international organizations"
"FBS","Food Balances (2010-)","528","Netherlands","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","17060","X","Figure from international organizations"
"FBS","Food Balances (2010-)","528","Netherlands","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","17097.13","X","Figure from international organizations"
"FBS","Food Balances (2010-)","540","New Caledonia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","280","X","Figure from international organizations"
"FBS","Food Balances (2010-)","540","New Caledonia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","282.75","X","Figure from international organizations"
"FBS","Food Balances (2010-)","554","New Zealand","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","4743","X","Figure from international organizations"
"FBS","Food Balances (2010-)","554","New Zealand","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","4783.06","X","Figure from international organizations"
"FBS","Food Balances (2010-)","558","Nicaragua","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","6466","X","Figure from international organizations"
"FBS","Food Balances (2010-)","558","Nicaragua","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","6545.5","X","Figure from international organizations"
"FBS","Food Balances (2010-)","562","Niger","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","22443","X","Figure from international organizations"
"FBS","Food Balances (2010-)","562","Niger","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","23310.72","X","Figure from international organizations"
"FBS","Food Balances (2010-)","566","Nigeria","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","195875","X","Figure from international organizations"
"FBS","Food Balances (2010-)","566","Nigeria","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","200963.6","X","Figure from international organizations"
"FBS","Food Balances (2010-)","807","North Macedonia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","2083","X","Figure from international organizations"
"FBS","Food Balances (2010-)","807","North Macedonia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","2083.46","X","Figure from international organizations"
"FBS","Food Balances (2010-)","578","Norway","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","5338","X","Figure from international organizations"
"FBS","Food Balances (2010-)","578","Norway","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","5378.86","X","Figure from international organizations"
"FBS","Food Balances (2010-)","512","Oman","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","4829","X","Figure from international organizations"
"FBS","Food Balances (2010-)","512","Oman","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","4974.99","X","Figure from international organizations"
"FBS","Food Balances (2010-)","586","Pakistan","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","212228","X","Figure from international organizations"
"FBS","Food Balances (2010-)","586","Pakistan","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","216565.32","X","Figure from international organizations"
"FBS","Food Balances (2010-)","591","Panama","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","4177","X","Figure from international organizations"
"FBS","Food Balances (2010-)","591","Panama","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","4246.44","X","Figure from international organizations"
"FBS","Food Balances (2010-)","598","Papua New Guinea","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","8606","X","Figure from international organizations"
"FBS","Food Balances (2010-)","598","Papua New Guinea","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","8776.11","X","Figure from international organizations"
"FBS","Food Balances (2010-)","600","Paraguay","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","6956","X","Figure from international organizations"
"FBS","Food Balances (2010-)","600","Paraguay","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","7044.64","X","Figure from international organizations"
"FBS","Food Balances (2010-)","604","Peru","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","31989","X","Figure from international organizations"
"FBS","Food Balances (2010-)","604","Peru","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","32510.45","X","Figure from international organizations"
"FBS","Food Balances (2010-)","608","Philippines","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","106651","X","Figure from international organizations"
"FBS","Food Balances (2010-)","608","Philippines","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","108116.62","X","Figure from international organizations"
"FBS","Food Balances (2010-)","616","Poland","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","37922","X","Figure from international organizations"
"FBS","Food Balances (2010-)","616","Poland","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","37887.77","X","Figure from international organizations"
"FBS","Food Balances (2010-)","620","Portugal","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","10256","X","Figure from international organizations"
"FBS","Food Balances (2010-)","620","Portugal","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","10226.19","X","Figure from international organizations"
"FBS","Food Balances (2010-)","634","Qatar","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","2832.07","X","Figure from international organizations"
"FBS","Food Balances (2010-)","410","Republic of Korea","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","51172","X","Figure from international organizations"
"FBS","Food Balances (2010-)","410","Republic of Korea","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","51225.31","X","Figure from international organizations"
"FBS","Food Balances (2010-)","498","Republic of Moldova","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","4052","X","Figure from international organizations"
"FBS","Food Balances (2010-)","498","Republic of Moldova","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","4043.26","X","Figure from international organizations"
"FBS","Food Balances (2010-)","642","Romania","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","19506","X","Figure from international organizations"
"FBS","Food Balances (2010-)","642","Romania","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","19364.56","X","Figure from international organizations"
"FBS","Food Balances (2010-)","643","Russian Federation","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","145734","X","Figure from international organizations"
"FBS","Food Balances (2010-)","643","Russian Federation","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","145872.26","X","Figure from international organizations"
"FBS","Food Balances (2010-)","646","Rwanda","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","12302","X","Figure from international organizations"
"FBS","Food Balances (2010-)","646","Rwanda","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","12626.95","X","Figure from international organizations"
"FBS","Food Balances (2010-)","659","Saint Kitts and Nevis","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","52","X","Figure from international organizations"
"FBS","Food Balances (2010-)","659","Saint Kitts and Nevis","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","52.82","X","Figure from international organizations"
"FBS","Food Balances (2010-)","662","Saint Lucia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","182","X","Figure from international organizations"
"FBS","Food Balances (2010-)","662","Saint Lucia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","182.79","X","Figure from international organizations"
"FBS","Food Balances (2010-)","670","Saint Vincent and the Grenadines","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","110","X","Figure from international organizations"
"FBS","Food Balances (2010-)","670","Saint Vincent and the Grenadines","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","110.59","X","Figure from international organizations"
"FBS","Food Balances (2010-)","882","Samoa","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","196","X","Figure from international organizations"
"FBS","Food Balances (2010-)","882","Samoa","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","197.1","X","Figure from international organizations"
"FBS","Food Balances (2010-)","678","Sao Tome and Principe","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","211","X","Figure from international organizations"
"FBS","Food Balances (2010-)","678","Sao Tome and Principe","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","215.06","X","Figure from international organizations"
"FBS","Food Balances (2010-)","682","Saudi Arabia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","33703","X","Figure from international organizations"
"FBS","Food Balances (2010-)","682","Saudi Arabia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","34268.53","X","Figure from international organizations"
"FBS","Food Balances (2010-)","686","Senegal","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","15854","X","Figure from international organizations"
"FBS","Food Balances (2010-)","686","Senegal","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","16296.36","X","Figure from international organizations"
"FBS","Food Balances (2010-)","688","Serbia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","8803","X","Figure from international organizations"
"FBS","Food Balances (2010-)","688","Serbia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","8772.24","X","Figure from international organizations"
"FBS","Food Balances (2010-)","690","Seychelles","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","97","X","Figure from international organizations"
"FBS","Food Balances (2010-)","690","Seychelles","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","97.74","X","Figure from international organizations"
"FBS","Food Balances (2010-)","694","Sierra Leone","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","7650","X","Figure from international organizations"
"FBS","Food Balances (2010-)","694","Sierra Leone","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","7813.22","X","Figure from international organizations"
"FBS","Food Balances (2010-)","703","Slovakia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","5453","X","Figure from international organizations"
"FBS","Food Balances (2010-)","703","Slovakia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","5457.01","X","Figure from international organizations"
"FBS","Food Balances (2010-)","705","Slovenia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","2078","X","Figure from international organizations"
"FBS","Food Balances (2010-)","705","Slovenia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","2078.65","X","Figure from international organizations"
"FBS","Food Balances (2010-)","090","Solomon Islands","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","653","X","Figure from international organizations"
"FBS","Food Balances (2010-)","090","Solomon Islands","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","669.82","X","Figure from international organizations"
"FBS","Food Balances (2010-)","710","South Africa","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","57793","X","Figure from international organizations"
"FBS","Food Balances (2010-)","710","South Africa","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","58558.27","X","Figure from international organizations"
"FBS","Food Balances (2010-)","728","South Sudan","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","11062.11","X","Figure from international organizations"
"FBS","Food Balances (2010-)","724","Spain","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","46693","X","Figure from international organizations"
"FBS","Food Balances (2010-)","724","Spain","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","46736.78","X","Figure from international organizations"
"FBS","Food Balances (2010-)","144","Sri Lanka","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","21229","X","Figure from international organizations"
"FBS","Food Balances (2010-)","144","Sri Lanka","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","21323.73","X","Figure from international organizations"
"FBS","Food Balances (2010-)","729","Sudan","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","41802","X","Figure from international organizations"
"FBS","Food Balances (2010-)","729","Sudan","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","42813.24","X","Figure from international organizations"
"FBS","Food Balances (2010-)","740","Suriname","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","576","X","Figure from international organizations"
"FBS","Food Balances (2010-)","740","Suriname","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","581.37","X","Figure from international organizations"
"FBS","Food Balances (2010-)","752","Sweden","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","9972","X","Figure from international organizations"
"FBS","Food Balances (2010-)","752","Sweden","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","10036.38","X","Figure from international organizations"
"FBS","Food Balances (2010-)","756","Switzerland","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","8526","X","Figure from international organizations"
"FBS","Food Balances (2010-)","756","Switzerland","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","8591.36","X","Figure from international organizations"
"FBS","Food Balances (2010-)","760","Syrian Arab Republic","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","16945","X","Figure from international organizations"
"FBS","Food Balances (2010-)","760","Syrian Arab Republic","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","17070.13","X","Figure from international organizations"
"FBS","Food Balances (2010-)","762","Tajikistan","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","9100.83","X","Figure from international organizations"
"FBS","Food Balances (2010-)","762","Tajikistan","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","9321.02","X","Figure from international organizations"
"FBS","Food Balances (2010-)","764","Thailand","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","69428","X","Figure from international organizations"
"FBS","Food Balances (2010-)","764","Thailand","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","69625.58","X","Figure from international organizations"
"FBS","Food Balances (2010-)","626","Timor-Leste","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","1268","X","Figure from international organizations"
"FBS","Food Balances (2010-)","626","Timor-Leste","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","1293.12","X","Figure from international organizations"
"FBS","Food Balances (2010-)","768","Togo","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","7889","X","Figure from international organizations"
"FBS","Food Balances (2010-)","768","Togo","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","8082.37","X","Figure from international organizations"
"FBS","Food Balances (2010-)","780","Trinidad and Tobago","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","1390","X","Figure from international organizations"
"FBS","Food Balances (2010-)","780","Trinidad and Tobago","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","1394.97","X","Figure from international organizations"
"FBS","Food Balances (2010-)","788","Tunisia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","11565","X","Figure from international organizations"
"FBS","Food Balances (2010-)","788","Tunisia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","11694.72","X","Figure from international organizations"
"FBS","Food Balances (2010-)","792","Türkiye","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","82340","X","Figure from international organizations"
"FBS","Food Balances (2010-)","792","Türkiye","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","83429.62","X","Figure from international organizations"
"FBS","Food Balances (2010-)","795","Turkmenistan","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","5851","X","Figure from international organizations"
"FBS","Food Balances (2010-)","795","Turkmenistan","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","5942.09","X","Figure from international organizations"
"FBS","Food Balances (2010-)","800","Uganda","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","42729","X","Figure from international organizations"
"FBS","Food Balances (2010-)","800","Uganda","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","44269.59","X","Figure from international organizations"
"FBS","Food Balances (2010-)","804","Ukraine","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","44246","X","Figure from international organizations"
"FBS","Food Balances (2010-)","804","Ukraine","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","43993.64","X","Figure from international organizations"
"FBS","Food Balances (2010-)","784","United Arab Emirates","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","9630.96","X","Figure from international organizations"
"FBS","Food Balances (2010-)","784","United Arab Emirates","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","9770.53","X","Figure from international organizations"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","67142","X","Figure from international organizations"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","67530.17","X","Figure from international organizations"
"FBS","Food Balances (2010-)","834","United Republic of Tanzania","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","56313","X","Figure from international organizations"
"FBS","Food Balances (2010-)","834","United Republic of Tanzania","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","58005.46","X","Figure from international organizations"
"FBS","Food Balances (2010-)","840","United States of America","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","327096","X","Figure from international organizations"
"FBS","Food Balances (2010-)","840","United States of America","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","329064.92","X","Figure from international organizations"
"FBS","Food Balances (2010-)","858","Uruguay","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","3449","X","Figure from international organizations"
"FBS","Food Balances (2010-)","858","Uruguay","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","3461.73","X","Figure from international organizations"
"FBS","Food Balances (2010-)","860","Uzbekistan","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","32476","X","Figure from international organizations"
"FBS","Food Balances (2010-)","860","Uzbekistan","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","32981.72","X","Figure from international organizations"
"FBS","Food Balances (2010-)","548","Vanuatu","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","292.68","X","Figure from international organizations"
"FBS","Food Balances (2010-)","548","Vanuatu","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","299.88","X","Figure from international organizations"
"FBS","Food Balances (2010-)","862","Venezuela (Bolivarian Republic of)","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","28887","X","Figure from international organizations"
"FBS","Food Balances (2010-)","862","Venezuela (Bolivarian Republic of)","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","28515.83","X","Figure from international organizations"
"FBS","Food Balances (2010-)","704","Viet Nam","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","95546","X","Figure from international organizations"
"FBS","Food Balances (2010-)","704","Viet Nam","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","96462.11","X","Figure from international organizations"
"FBS","Food Balances (2010-)","887","Yemen","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","28499","X","Figure from international organizations"
"FBS","Food Balances (2010-)","887","Yemen","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","29161.92","X","Figure from international organizations"
"FBS","Food Balances (2010-)","894","Zambia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","17352","X","Figure from international organizations"
"FBS","Food Balances (2010-)","894","Zambia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","17861.03","X","Figure from international organizations"
"FBS","Food Balances (2010-)","716","Zimbabwe","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","14438.8","X","Figure from international organizations"
"FBS","Food Balances (2010-)","716","Zimbabwe","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","14645.47","X","Figure from international organizations"
